;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 8/6/2014 9:31:38 PM
;----------------------------------------------

;Address Opcode 	ASM
;__Lib_USB_genHID.c,4506 :: 		
0x0144	0xFFE9C047  	MOVFF       __Lib_USB_genHID_BDTEntry_OutPtr+2, FSR0L
0x0148	0xFFEAC048  	MOVFF       __Lib_USB_genHID_BDTEntry_OutPtr+3, FSR0H
0x014C	0xF000CFEE  	MOVFF       POSTINC0, R0
0x0150	0xFFE1C047  	MOVFF       __Lib_USB_genHID_BDTEntry_OutPtr+2, FSR1L
0x0154	0xFFE2C048  	MOVFF       __Lib_USB_genHID_BDTEntry_OutPtr+3, FSR1H
0x0158	0x0E88      	MOVLW       136
0x015A	0x1000      	IORWF       R0, 0 
0x015C	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,4507 :: 		
0x015E	0xF043C047  	MOVFF       __Lib_USB_genHID_BDTEntry_OutPtr+2, __Lib_USB_genHID_USB_Out_Handle
0x0162	0xF044C048  	MOVFF       __Lib_USB_genHID_BDTEntry_OutPtr+3, __Lib_USB_genHID_USB_Out_Handle+1
;__Lib_USB_genHID.c,4509 :: 		
0x0166	0x0E04      	MOVLW       4
0x0168	0x1847      	XORWF       __Lib_USB_genHID_BDTEntry_OutPtr+2, 0 
0x016A	0x6E00      	MOVWF       R0 
0x016C	0xF047C000  	MOVFF       R0, __Lib_USB_genHID_BDTEntry_OutPtr+2
;__Lib_USB_genHID.c,4524 :: 		
L_end_USB_CB_Init_EP:
0x0170	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_CB_Init_EP
_Mul_16x16_U:
;__Lib_Math.c,440 :: 		
;__Lib_Math.c,447 :: 		
0x0172	0x6A0B      	CLRF        R11, 0
;__Lib_Math.c,448 :: 		
0x0174	0x6A0A      	CLRF        R10, 0
;__Lib_Math.c,449 :: 		
0x0176	0x6A09      	CLRF        R9, 0
;__Lib_Math.c,450 :: 		
0x0178	0x5000      	MOVF        R0, 0, 0
;__Lib_Math.c,451 :: 		
0x017A	0x0204      	MULWF       R4, 0
;__Lib_Math.c,453 :: 		
0x017C	0xF009CFF4  	MOVFF       PRODH, R9
;__Lib_Math.c,454 :: 		
0x0180	0xF008CFF3  	MOVFF       PRODL, R8
;__Lib_Math.c,455 :: 		
0x0184	0x5001      	MOVF        R1, 0, 0
;__Lib_Math.c,456 :: 		
0x0186	0x0205      	MULWF       R5, 0
;__Lib_Math.c,458 :: 		
0x0188	0xF00BCFF4  	MOVFF       PRODH, R11
;__Lib_Math.c,459 :: 		
0x018C	0xF00ACFF3  	MOVFF       PRODL, R10
;__Lib_Math.c,460 :: 		
0x0190	0x5000      	MOVF        R0, 0, 0
;__Lib_Math.c,461 :: 		
0x0192	0x0205      	MULWF       R5, 0
;__Lib_Math.c,463 :: 		
0x0194	0x50F3      	MOVF        PRODL, 0, 0
;__Lib_Math.c,464 :: 		
0x0196	0x2609      	ADDWF       R9, 1, 0
;__Lib_Math.c,465 :: 		
0x0198	0x50F4      	MOVF        PRODH, 0, 0
;__Lib_Math.c,466 :: 		
0x019A	0x220A      	ADDWFC      R10, 1, 0
;__Lib_Math.c,467 :: 		
0x019C	0x6AE8      	CLRF        WREG, 0
;__Lib_Math.c,468 :: 		
0x019E	0x220B      	ADDWFC      R11, 1, 0
;__Lib_Math.c,469 :: 		
0x01A0	0x5001      	MOVF        R1, 0, 0
;__Lib_Math.c,470 :: 		
0x01A2	0x0204      	MULWF       R4, 0
;__Lib_Math.c,472 :: 		
0x01A4	0x50F3      	MOVF        PRODL, 0, 0
;__Lib_Math.c,473 :: 		
0x01A6	0x2609      	ADDWF       R9, 1, 0
;__Lib_Math.c,474 :: 		
0x01A8	0x50F4      	MOVF        PRODH, 0, 0
;__Lib_Math.c,475 :: 		
0x01AA	0x220A      	ADDWFC      R10, 1, 0
;__Lib_Math.c,476 :: 		
0x01AC	0x6AE8      	CLRF        WREG, 0
;__Lib_Math.c,477 :: 		
0x01AE	0x220B      	ADDWFC      R11, 1, 0
;__Lib_Math.c,479 :: 		
0x01B0	0xF000C008  	MOVFF       R8, R0
;__Lib_Math.c,480 :: 		
0x01B4	0xF001C009  	MOVFF       R9, R1
;__Lib_Math.c,481 :: 		
0x01B8	0xF002C00A  	MOVFF       R10, R2
;__Lib_Math.c,482 :: 		
0x01BC	0xF003C00B  	MOVFF       R11, R3
;__Lib_Math.c,485 :: 		
L_end_Mul_16x16_U:
0x01C0	0x0012      	RETURN      0
; end of _Mul_16x16_U
__Lib_USB_genHID_USB_Get_Status_Handler:
;__Lib_USB_genHID.c,3623 :: 		
;__Lib_USB_genHID.c,3625 :: 		
0x01C2	0x0104      	MOVLB       4
0x01C4	0x6B28      	CLRF        __Lib_USB_genHID_CtrlTrfData, 1
;__Lib_USB_genHID.c,3626 :: 		
0x01C6	0x6B29      	CLRF        1065, 1
;__Lib_USB_genHID.c,3628 :: 		
0x01C8	0xD042      	BRA         L___Lib_USB_genHID_USB_Get_Status_Handler157
;__Lib_USB_genHID.c,3629 :: 		
L___Lib_USB_genHID_USB_Get_Status_Handler159:
;__Lib_USB_genHID.c,3630 :: 		
0x01CA	0x8E54      	BSF         __Lib_USB_genHID_inPipes+3, 7 
;__Lib_USB_genHID.c,3637 :: 		
0x01CC	0x8128      	BSF         __Lib_USB_genHID_CtrlTrfData, 0, 1
;__Lib_USB_genHID.c,3640 :: 		
0x01CE	0x503E      	MOVF        __Lib_USB_genHID_RemoteWakeup, 0 
0x01D0	0x0A01      	XORLW       1
0x01D2	0xB4D8      	BTFSC       STATUS, 2 
;__Lib_USB_genHID.c,3641 :: 		
0x01D4	0x8328      	BSF         __Lib_USB_genHID_CtrlTrfData, 1, 1
;__Lib_USB_genHID.c,3642 :: 		
L___Lib_USB_genHID_USB_Get_Status_Handler161:
;__Lib_USB_genHID.c,3643 :: 		
0x01D6	0xD050      	BRA         L___Lib_USB_genHID_USB_Get_Status_Handler158
;__Lib_USB_genHID.c,3644 :: 		
L___Lib_USB_genHID_USB_Get_Status_Handler162:
;__Lib_USB_genHID.c,3645 :: 		
0x01D8	0x8E54      	BSF         __Lib_USB_genHID_inPipes+3, 7 
;__Lib_USB_genHID.c,3646 :: 		
0x01DA	0xD04E      	BRA         L___Lib_USB_genHID_USB_Get_Status_Handler158
;__Lib_USB_genHID.c,3647 :: 		
L___Lib_USB_genHID_USB_Get_Status_Handler163:
;__Lib_USB_genHID.c,3648 :: 		
0x01DC	0x8E54      	BSF         __Lib_USB_genHID_inPipes+3, 7 
;__Lib_USB_genHID.c,3655 :: 		
0x01DE	0xBF24      	BTFSC       1060, 7, 1
0x01E0	0xD016      	BRA         L___Lib_USB_genHID_USB_Get_Status_Handler164
;__Lib_USB_genHID.c,3656 :: 		
0x01E2	0xF003C424  	MOVFF       1060, R3
0x01E6	0x0E0F      	MOVLW       15
0x01E8	0x1603      	ANDWF       R3, 1 
0x01EA	0xF000C003  	MOVFF       R3, R0
0x01EE	0x0E00      	MOVLW       0
0x01F0	0x6E01      	MOVWF       R1 
0x01F2	0x3600      	RLCF        R0, 1 
0x01F4	0x9000      	BCF         R0, 0 
0x01F6	0x3601      	RLCF        R1, 1 
0x01F8	0x0E45      	MOVLW       __Lib_USB_genHID_BDTEntry_OutPtr
0x01FA	0x2400      	ADDWF       R0, 0 
0x01FC	0x6EE9      	MOVWF       FSR0L 
0x01FE	0x0E00      	MOVLW       hi_addr(__Lib_USB_genHID_BDTEntry_OutPtr)
0x0200	0x2001      	ADDWFC      R1, 0 
0x0202	0x6EEA      	MOVWF       FSR0H 
0x0204	0xF004CFEE  	MOVFF       POSTINC0, R4
0x0208	0xF005CFEE  	MOVFF       POSTINC0, R5
;__Lib_USB_genHID.c,3657 :: 		
0x020C	0xD015      	BRA         L___Lib_USB_genHID_USB_Get_Status_Handler165
L___Lib_USB_genHID_USB_Get_Status_Handler164:
;__Lib_USB_genHID.c,3658 :: 		
0x020E	0xF003C424  	MOVFF       1060, R3
0x0212	0x0E0F      	MOVLW       15
0x0214	0x1603      	ANDWF       R3, 1 
0x0216	0xF000C003  	MOVFF       R3, R0
0x021A	0x0E00      	MOVLW       0
0x021C	0x6E01      	MOVWF       R1 
0x021E	0x3600      	RLCF        R0, 1 
0x0220	0x9000      	BCF         R0, 0 
0x0222	0x3601      	RLCF        R1, 1 
0x0224	0x0E49      	MOVLW       __Lib_USB_genHID_BDTEntry_InPtr
0x0226	0x2400      	ADDWF       R0, 0 
0x0228	0x6EE9      	MOVWF       FSR0L 
0x022A	0x0E00      	MOVLW       hi_addr(__Lib_USB_genHID_BDTEntry_InPtr)
0x022C	0x2001      	ADDWFC      R1, 0 
0x022E	0x6EEA      	MOVWF       FSR0H 
0x0230	0xF004CFEE  	MOVFF       POSTINC0, R4
0x0234	0xF005CFEE  	MOVFF       POSTINC0, R5
;__Lib_USB_genHID.c,3659 :: 		
L___Lib_USB_genHID_USB_Get_Status_Handler165:
;__Lib_USB_genHID.c,3661 :: 		
0x0238	0xFFE9C004  	MOVFF       R4, FSR0L
0x023C	0xFFEAC005  	MOVFF       R5, FSR0H
0x0240	0xF001CFEE  	MOVFF       POSTINC0, R1
0x0244	0xA401      	BTFSS       R1, 2 
0x0246	0xD002      	BRA         L___Lib_USB_genHID_USB_Get_Status_Handler166
;__Lib_USB_genHID.c,3662 :: 		
0x0248	0x0E01      	MOVLW       1
0x024A	0x6F28      	MOVWF       __Lib_USB_genHID_CtrlTrfData, 1
L___Lib_USB_genHID_USB_Get_Status_Handler166:
;__Lib_USB_genHID.c,3663 :: 		
0x024C	0xD015      	BRA         L___Lib_USB_genHID_USB_Get_Status_Handler158
;__Lib_USB_genHID.c,3665 :: 		
L___Lib_USB_genHID_USB_Get_Status_Handler157:
0x024E	0xF001C420  	MOVFF       __Lib_USB_genHID_SetupPkt, R1
0x0252	0x0E1F      	MOVLW       31
0x0254	0x1601      	ANDWF       R1, 1 
0x0256	0x5001      	MOVF        R1, 0 
0x0258	0x0A00      	XORLW       0
0x025A	0xE0B7      	BZ          L___Lib_USB_genHID_USB_Get_Status_Handler159
0x025C	0xF001C420  	MOVFF       __Lib_USB_genHID_SetupPkt, R1
0x0260	0x0E1F      	MOVLW       31
0x0262	0x1601      	ANDWF       R1, 1 
0x0264	0x5001      	MOVF        R1, 0 
0x0266	0x0A01      	XORLW       1
0x0268	0xE0B7      	BZ          L___Lib_USB_genHID_USB_Get_Status_Handler162
0x026A	0xF001C420  	MOVFF       __Lib_USB_genHID_SetupPkt, R1
0x026E	0x0E1F      	MOVLW       31
0x0270	0x1601      	ANDWF       R1, 1 
0x0272	0x5001      	MOVF        R1, 0 
0x0274	0x0A02      	XORLW       2
0x0276	0xE0B2      	BZ          L___Lib_USB_genHID_USB_Get_Status_Handler163
L___Lib_USB_genHID_USB_Get_Status_Handler158:
;__Lib_USB_genHID.c,3667 :: 		
0x0278	0xAE54      	BTFSS       __Lib_USB_genHID_inPipes+3, 7 
0x027A	0xD007      	BRA         L___Lib_USB_genHID_USB_Get_Status_Handler167
;__Lib_USB_genHID.c,3668 :: 		
0x027C	0x0E28      	MOVLW       __Lib_USB_genHID_CtrlTrfData
0x027E	0x6E51      	MOVWF       __Lib_USB_genHID_inPipes 
0x0280	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_CtrlTrfData)
0x0282	0x6E52      	MOVWF       __Lib_USB_genHID_inPipes+1 
;__Lib_USB_genHID.c,3669 :: 		
0x0284	0x8054      	BSF         __Lib_USB_genHID_inPipes+3, 0 
;__Lib_USB_genHID.c,3670 :: 		
0x0286	0x0E02      	MOVLW       2
0x0288	0x6E55      	MOVWF       __Lib_USB_genHID_inPipes+4 
;__Lib_USB_genHID.c,3671 :: 		
L___Lib_USB_genHID_USB_Get_Status_Handler167:
;__Lib_USB_genHID.c,3672 :: 		
L_end_USB_Get_Status_Handler:
0x028A	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_Get_Status_Handler
__Lib_USB_genHID_USB_Std_Feature_Req_Handler:
;__Lib_USB_genHID.c,3481 :: 		
;__Lib_USB_genHID.c,3487 :: 		
0x028C	0x0104      	MOVLB       4
0x028E	0x5122      	MOVF        1058, 0, 1
0x0290	0x0A01      	XORLW       1
0x0292	0xE10F      	BNZ         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler136
0x0294	0xF001C420  	MOVFF       __Lib_USB_genHID_SetupPkt, R1
0x0298	0x0E1F      	MOVLW       31
0x029A	0x1601      	ANDWF       R1, 1 
0x029C	0x5001      	MOVF        R1, 0 
0x029E	0x0A00      	XORLW       0
0x02A0	0xE108      	BNZ         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler136
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler274:
;__Lib_USB_genHID.c,3488 :: 		
0x02A2	0x8E54      	BSF         __Lib_USB_genHID_inPipes+3, 7 
;__Lib_USB_genHID.c,3489 :: 		
0x02A4	0x5121      	MOVF        1057, 0, 1
0x02A6	0x0A03      	XORLW       3
0x02A8	0xE103      	BNZ         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler137
;__Lib_USB_genHID.c,3490 :: 		
0x02AA	0x0E01      	MOVLW       1
0x02AC	0x6E3E      	MOVWF       __Lib_USB_genHID_RemoteWakeup 
0x02AE	0xD001      	BRA         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler138
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler137:
;__Lib_USB_genHID.c,3492 :: 		
0x02B0	0x6A3E      	CLRF        __Lib_USB_genHID_RemoteWakeup 
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler138:
;__Lib_USB_genHID.c,3493 :: 		
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler136:
;__Lib_USB_genHID.c,3496 :: 		
0x02B2	0x5122      	MOVF        1058, 0, 1
0x02B4	0x0A00      	XORLW       0
0x02B6	0xA4D8      	BTFSS       STATUS, 2 
0x02B8	0xD08B      	BRA         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler141
0x02BA	0xF001C420  	MOVFF       __Lib_USB_genHID_SetupPkt, R1
0x02BE	0x0E1F      	MOVLW       31
0x02C0	0x1601      	ANDWF       R1, 1 
0x02C2	0x5001      	MOVF        R1, 0 
0x02C4	0x0A02      	XORLW       2
0x02C6	0xA4D8      	BTFSS       STATUS, 2 
0x02C8	0xD083      	BRA         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler141
;__Lib_USB_genHID.c,3497 :: 		
0x02CA	0xF001C424  	MOVFF       1060, R1
0x02CE	0x0E0F      	MOVLW       15
0x02D0	0x1601      	ANDWF       R1, 1 
0x02D2	0x5001      	MOVF        R1, 0 
0x02D4	0x0A00      	XORLW       0
0x02D6	0xB4D8      	BTFSC       STATUS, 2 
0x02D8	0xD07B      	BRA         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler141
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler273:
;__Lib_USB_genHID.c,3498 :: 		
0x02DA	0x8E54      	BSF         __Lib_USB_genHID_inPipes+3, 7 
;__Lib_USB_genHID.c,3501 :: 		
0x02DC	0xBF24      	BTFSC       1060, 7, 1
0x02DE	0xD016      	BRA         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler142
;__Lib_USB_genHID.c,3502 :: 		
0x02E0	0xF003C424  	MOVFF       1060, R3
0x02E4	0x0E0F      	MOVLW       15
0x02E6	0x1603      	ANDWF       R3, 1 
0x02E8	0xF000C003  	MOVFF       R3, R0
0x02EC	0x0E00      	MOVLW       0
0x02EE	0x6E01      	MOVWF       R1 
0x02F0	0x3600      	RLCF        R0, 1 
0x02F2	0x9000      	BCF         R0, 0 
0x02F4	0x3601      	RLCF        R1, 1 
0x02F6	0x0E45      	MOVLW       __Lib_USB_genHID_BDTEntry_OutPtr
0x02F8	0x2400      	ADDWF       R0, 0 
0x02FA	0x6EE9      	MOVWF       FSR0L 
0x02FC	0x0E00      	MOVLW       hi_addr(__Lib_USB_genHID_BDTEntry_OutPtr)
0x02FE	0x2001      	ADDWFC      R1, 0 
0x0300	0x6EEA      	MOVWF       FSR0H 
0x0302	0xF004CFEE  	MOVFF       POSTINC0, R4
0x0306	0xF005CFEE  	MOVFF       POSTINC0, R5
;__Lib_USB_genHID.c,3503 :: 		
0x030A	0xD015      	BRA         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler143
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler142:
;__Lib_USB_genHID.c,3504 :: 		
0x030C	0xF003C424  	MOVFF       1060, R3
0x0310	0x0E0F      	MOVLW       15
0x0312	0x1603      	ANDWF       R3, 1 
0x0314	0xF000C003  	MOVFF       R3, R0
0x0318	0x0E00      	MOVLW       0
0x031A	0x6E01      	MOVWF       R1 
0x031C	0x3600      	RLCF        R0, 1 
0x031E	0x9000      	BCF         R0, 0 
0x0320	0x3601      	RLCF        R1, 1 
0x0322	0x0E49      	MOVLW       __Lib_USB_genHID_BDTEntry_InPtr
0x0324	0x2400      	ADDWF       R0, 0 
0x0326	0x6EE9      	MOVWF       FSR0L 
0x0328	0x0E00      	MOVLW       hi_addr(__Lib_USB_genHID_BDTEntry_InPtr)
0x032A	0x2001      	ADDWFC      R1, 0 
0x032C	0x6EEA      	MOVWF       FSR0H 
0x032E	0xF004CFEE  	MOVFF       POSTINC0, R4
0x0332	0xF005CFEE  	MOVFF       POSTINC0, R5
;__Lib_USB_genHID.c,3505 :: 		
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler143:
;__Lib_USB_genHID.c,3508 :: 		
0x0336	0x5121      	MOVF        1057, 0, 1
0x0338	0x0A03      	XORLW       3
0x033A	0xE107      	BNZ         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler144
;__Lib_USB_genHID.c,3510 :: 		
0x033C	0xFFE1C004  	MOVFF       R4, FSR1L
0x0340	0xFFE2C005  	MOVFF       R5, FSR1H
0x0344	0x0E84      	MOVLW       132
0x0346	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3511 :: 		
0x0348	0xD043      	BRA         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler145
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler144:
;__Lib_USB_genHID.c,3516 :: 		
0x034A	0xF000C424  	MOVFF       1060, R0
0x034E	0x0E0F      	MOVLW       15
0x0350	0x1600      	ANDWF       R0, 1 
0x0352	0x0E70      	MOVLW       UEP0
0x0354	0x6E02      	MOVWF       R2 
0x0356	0x0E0F      	MOVLW       hi_addr(UEP0)
0x0358	0x6E03      	MOVWF       R3 
0x035A	0x5000      	MOVF        R0, 0 
0x035C	0x2602      	ADDWF       R2, 1 
0x035E	0xB0D8      	BTFSC       STATUS, 0 
0x0360	0x2A03      	INCF        R3, 1 
;__Lib_USB_genHID.c,3520 :: 		
0x0362	0xFFE9C002  	MOVFF       R2, FSR0L
0x0366	0xFFEAC003  	MOVFF       R3, FSR0H
0x036A	0x0EFE      	MOVLW       254
0x036C	0x14EE      	ANDWF       POSTINC0, 0 
0x036E	0x6E00      	MOVWF       R0 
0x0370	0xF001CFEE  	MOVFF       POSTINC0, R1
0x0374	0x0EFF      	MOVLW       255
0x0376	0x1601      	ANDWF       R1, 1 
0x0378	0xFFE1C002  	MOVFF       R2, FSR1L
0x037C	0xFFE2C003  	MOVFF       R3, FSR1H
0x0380	0xFFE6C000  	MOVFF       R0, POSTINC1
0x0384	0xFFE6C001  	MOVFF       R1, POSTINC1
;__Lib_USB_genHID.c,3522 :: 		
0x0388	0xAF24      	BTFSS       1060, 7, 1
0x038A	0xD011      	BRA         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler146
;__Lib_USB_genHID.c,3528 :: 		
0x038C	0xFFE1C004  	MOVFF       R4, FSR1L
0x0390	0xFFE2C005  	MOVFF       R5, FSR1H
0x0394	0x6AE6      	CLRF        POSTINC1 
;__Lib_USB_genHID.c,3530 :: 		
0x0396	0x0E04      	MOVLW       4
